Region,Station,Date,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Latitude,Longitude
West,Clementi,04/06/2020,0.2,0.2,0.2,0.2,27.6,31.2,25.2,3.3,20.9,1.3318,103.7762
West,Clementi,05/06/2020,2.6,2.2,2.4,2.4,28.3,31.9,23.8,5.3,24.8,1.3318,103.7762
West,Clementi,06/06/2020,3,,,,27.2,28.9,24.6,5.1,20.2,1.3318,103.7762
West,Clementi,07/06/2020,0.2,0.2,0.2,0.2,28.4,31.4,26.3,8.7,22.6,1.3318,103.7762
West,Clementi,08/06/2020,0,0.0,0.0,0.0,29.1,32.4,27.4,11.2,30.2,1.3318,103.7762
West,Clementi,09/06/2020,7,5.8,6.8,7.0,26.3,31.7,23.8,,26.3,1.3318,103.7762
West,Clementi,10/06/2020,0,0.0,0.0,0.0,28.5,31.5,26.5,10.5,29.1,1.3318,103.7762
West,Clementi,11/06/2020,0,0.0,0.0,0.0,28.9,33.1,26.0,,,1.3318,103.7762
West,Clementi,12/06/2020,0.6,0.6,0.6,0.6,,,,,,1.3318,103.7762
West,Clementi,13/06/2020,44.4,22.4,34.6,38.6,25.6,27.7,23.6,,,1.3318,103.7762
West,Clementi,14/06/2020,1.8,1.8,1.8,1.8,27.8,32.1,25.0,6.9,20.9,1.3318,103.7762
West,Clementi,15/06/2020,0.4,0.4,0.4,0.4,29.2,32.5,27.3,8.6,28.2,1.3318,103.7762
West,Clementi,16/06/2020,15,9.0,9.0,13.0,27.8,31.5,24.7,5.3,22.0,1.3318,103.7762
West,Clementi,17/06/2020,13.8,3.4,5.4,9.6,26.6,29.7,24.3,,,1.3318,103.7762
West,Clementi,18/06/2020,0.4,0.4,0.4,0.4,27.5,31.9,25.0,5.8,17.6,1.3318,103.7762
West,Clementi,19/06/2020,2,0.6,1.2,1.6,27.8,32.0,25.1,7.3,23.0,1.3318,103.7762
West,Clementi,20/06/2020,25,7.4,10.4,11.6,26.3,28.6,23.8,,,1.3318,103.7762
West,Clementi,21/06/2020,10.4,2.6,4.0,6.0,26.1,27.7,24.3,,,1.3318,103.7762
West,Clementi,22/06/2020,1.6,0.6,0.8,1.2,26.9,30.1,24.5,6.2,24.1,1.3318,103.7762
West,Clementi,23/06/2020,91.6,23.8,40.8,57.0,26.0,28.5,23.1,,,1.3318,103.7762
West,Clementi,24/06/2020,11.2,6.0,6.8,7.6,26.4,27.1,24.6,,,1.3318,103.7762
West,Clementi,25/06/2020,0,0.0,0.0,0.0,28.0,31.4,25.4,8.7,22.0,1.3318,103.7762
West,Clementi,26/06/2020,0,0.0,0.0,0.0,28.6,31.5,26.5,9.4,24.1,1.3318,103.7762
West,Clementi,27/06/2020,0,0.0,0.0,0.0,28.8,31.0,27.8,9.6,28.5,1.3318,103.7762
West,Clementi,28/06/2020,8.6,8.6,8.6,8.6,28.8,32.4,23.8,11.2,27.0,1.3318,103.7762
West,Clementi,29/06/2020,0.6,0.6,0.6,0.6,29.0,31.6,27.3,10.6,27.8,1.3318,103.7762
West,Clementi,30/06/2020,0,0.0,0.0,0.0,29.1,32.1,27.3,11.3,27.0,1.3318,103.7762
West,Clementi,01/07/2020,2.6,1.2,1.4,2.2,26.4,31.5,23.5,7.2,36.7,1.3318,103.7762
West,Clementi,02/07/2020,0,0.0,0.0,0.0,27.8,31.9,25.5,8.3,35.3,1.3318,103.7762
West,Clementi,03/07/2020,46.6,40.2,45.6,46.2,27.4,34.6,23.6,4.7,22.7,1.3318,103.7762
West,Clementi,04/07/2020,40.4,26.6,30.8,33.6,27.2,34.5,23.1,3.5,16.5,1.3318,103.7762
West,Clementi,05/07/2020,0,0.0,0.0,0.0,29.8,34.5,27.1,5.2,20.6,1.3318,103.7762
West,Clementi,06/07/2020,0,0.0,0.0,0.0,29.3,33.6,26.8,6.9,20.9,1.3318,103.7762
West,Clementi,07/07/2020,0.8,0.2,0.4,0.4,27.6,31.3,25.9,7.9,21.7,1.3318,103.7762
West,Clementi,08/07/2020,0,0.0,0.0,0.0,29.5,32.9,27.0,11.3,29.8,1.3318,103.7762
West,Clementi,09/07/2020,0.2,0.2,0.2,0.2,28.0,32.0,24.9,11.3,39.3,1.3318,103.7762
West,Clementi,10/07/2020,4.2,3.0,3.4,3.4,28.2,32.5,24.8,,,1.3318,103.7762
West,Clementi,11/07/2020,4.6,1.6,2.2,2.6,25.8,28.0,24.2,,,1.3318,103.7762
West,Clementi,12/07/2020,0,0.0,0.0,0.0,,,,,,1.3318,103.7762
West,Clementi,13/07/2020,34.4,22.2,28.2,31.6,25.7,28.2,23.7,,24.1,1.3318,103.7762
West,Clementi,14/07/2020,0.2,0.2,0.2,0.2,26.8,28.6,25.4,7.4,19.8,1.3318,103.7762
West,Clementi,15/07/2020,0.2,0.2,0.2,0.2,27.5,30.4,25.8,9.0,20.6,1.3318,103.7762
West,Clementi,16/07/2020,0,,,,28.2,32.6,25.2,8.3,27.8,1.3318,103.7762
West,Clementi,17/07/2020,0,0.0,0.0,0.0,29.0,32.9,25.6,8.3,19.4,1.3318,103.7762
West,Clementi,18/07/2020,0,0.0,0.0,0.0,28.1,33.4,26.6,7.9,24.4,1.3318,103.7762
West,Clementi,19/07/2020,0,0.0,0.0,0.0,28.4,32.7,25.3,9.4,23.3,1.3318,103.7762
West,Clementi,20/07/2020,0,0.0,0.0,0.0,29.2,33.2,27.0,9.2,24.8,1.3318,103.7762
West,Clementi,21/07/2020,0,0.0,0.0,0.0,29.0,33.9,26.9,9.1,24.4,1.3318,103.7762
West,Clementi,22/07/2020,7.4,4.8,5.0,6.8,27.6,31.1,24.2,,18.3,1.3318,103.7762
West,Clementi,23/07/2020,3,1.2,2.0,3.0,27.8,30.7,25.1,7.6,27.0,1.3318,103.7762
West,Clementi,24/07/2020,1.8,1.2,1.2,1.2,27.4,31.0,25.4,8.3,25.6,1.3318,103.7762
West,Clementi,25/07/2020,7.6,7.0,7.2,7.2,26.6,31.2,24.2,8.7,32.8,1.3318,103.7762
West,Clementi,26/07/2020,4.4,1.6,1.8,2.4,27.0,30.5,24.9,9.0,35.0,1.3318,103.7762
West,Clementi,27/07/2020,15,6.0,7.0,7.2,26.3,29.2,23.2,,,1.3318,103.7762
West,Clementi,28/07/2020,0.2,0.2,0.2,0.2,27.9,30.5,26.1,10.6,25.9,1.3318,103.7762
West,Clementi,29/07/2020,19.6,9.2,12.0,15.2,25.9,28.6,23.6,,,1.3318,103.7762
West,Clementi,30/07/2020,0.2,0.2,0.2,0.2,27.9,32.2,25.2,9.4,20.9,1.3318,103.7762
West,Clementi,31/07/2020,2.8,2.8,2.8,2.8,28.0,31.7,23.8,9.4,28.5,1.3318,103.7762
West,Clementi,01/08/2020,2.8,2.0,2.2,2.2,27.5,31.8,25.3,6.5,36.7,1.3318,103.7762
West,Clementi,02/08/2020,0,0.0,0.0,0.0,27.5,31.5,24.5,5.4,25.6,1.3318,103.7762
West,Clementi,03/08/2020,0.8,0.8,0.8,0.8,28.0,34.0,25.1,4.0,19.1,1.3318,103.7762
West,Clementi,04/08/2020,22,21.0,21.4,21.4,27.7,34.6,24.3,4.4,20.9,1.3318,103.7762
West,Clementi,05/08/2020,29.2,14.2,19.2,27.2,29.0,33.5,24.5,,,1.3318,103.7762
West,Clementi,06/08/2020,0,0.0,0.0,0.0,29.8,35.0,26.7,6.0,25.2,1.3318,103.7762
West,Clementi,07/08/2020,4,1.8,2.4,3.6,26.9,30.4,25.2,5.0,18.7,1.3318,103.7762
West,Clementi,08/08/2020,0,0.0,0.0,0.0,29.7,34.0,27.4,11.1,28.2,1.3318,103.7762
West,Clementi,09/08/2020,0,0.0,0.0,0.0,28.1,31.9,26.6,11.1,46.9,1.3318,103.7762
West,Clementi,10/08/2020,17.4,5.4,7.0,9.4,26.9,32.2,23.5,,,1.3318,103.7762
West,Clementi,11/08/2020,3.8,2.2,3.0,3.6,26.4,30.0,24.0,,,1.3318,103.7762
West,Clementi,12/08/2020,1.8,1.2,1.4,1.8,,,,,,1.3318,103.7762
West,Clementi,13/08/2020,30.6,17.8,23.6,27.0,28.1,32.2,23.3,,,1.3318,103.7762
West,Clementi,14/08/2020,27.6,8.8,16.0,25.4,25.7,28.6,22.4,,,1.3318,103.7762
West,Clementi,15/08/2020,0.4,0.4,0.4,0.4,27.4,31.9,24.6,8.4,28.2,1.3318,103.7762
West,Clementi,16/08/2020,0,0.0,0.0,0.0,27.6,29.7,24.3,11.3,33.2,1.3318,103.7762
West,Clementi,17/08/2020,8.8,2.8,4.6,6.4,26.7,31.4,23.9,,,1.3318,103.7762
West,Clementi,18/08/2020,1.6,1.2,1.2,1.4,26.7,28.4,25.1,10.2,34.3,1.3318,103.7762
West,Clementi,19/08/2020,0,0.0,0.0,0.0,28.0,32.0,25.1,8.2,27.8,1.3318,103.7762
West,Clementi,20/08/2020,0.4,0.2,0.2,0.2,28.0,31.4,25.5,10.6,33.2,1.3318,103.7762
West,Clementi,21/08/2020,0,0.0,0.0,0.0,29.1,32.1,27.1,11.6,34.3,1.3318,103.7762
West,Clementi,22/08/2020,10,6.6,9.6,10.0,27.5,32.8,22.9,,28.2,1.3318,103.7762
West,Clementi,23/08/2020,12,4.0,5.8,10.2,25.4,28.8,23.0,,,1.3318,103.7762
West,Clementi,24/08/2020,0,0.0,0.0,0.0,27.9,32.3,24.3,8.7,29.8,1.3318,103.7762
West,Clementi,25/08/2020,0,0.0,0.0,0.0,27.6,31.3,26.2,10.5,43.2,1.3318,103.7762
West,Clementi,26/08/2020,10.4,10.2,10.4,10.4,26.9,31.3,24.5,11.7,48.2,1.3318,103.7762
West,Clementi,27/08/2020,0,0.0,0.0,0.0,27.6,30.3,25.5,11.5,33.9,1.3318,103.7762
West,Clementi,28/08/2020,0,0.0,0.0,0.0,28.5,31.1,26.7,13.5,32.4,1.3318,103.7762
West,Clementi,29/08/2020,6.6,4.8,4.8,4.8,26.9,30.3,24.9,9.9,38.9,1.3318,103.7762
West,Clementi,30/08/2020,0,0.0,0.0,0.0,28.4,32.2,26.3,12.8,35.9,1.3318,103.7762
West,Clementi,31/08/2020,0,0.0,0.0,0.0,28.7,31.9,26.8,14.6,40.0,1.3318,103.7762
West,Clementi,01/09/2020,0,0.0,0.0,0.0,27.7,31.7,25.6,7.2,33.5,1.3318,103.7762
West,Clementi,02/09/2020,18,10.6,11.0,11.0,26.0,30.1,23.2,5.0,40.3,1.3318,103.7762
West,Clementi,03/09/2020,2,2.0,2.0,2.0,28.5,34.0,25.0,4.0,18.7,1.3318,103.7762
West,Clementi,04/09/2020,0,0.0,0.0,0.0,28.9,34.8,25.1,5.6,25.9,1.3318,103.7762
West,Clementi,05/09/2020,0,0.0,0.0,0.0,30.3,34.6,28.0,7.6,22.4,1.3318,103.7762
West,Clementi,06/09/2020,0,0.0,0.0,0.0,29.8,32.6,27.6,8.8,25.2,1.3318,103.7762
West,Clementi,07/09/2020,22.6,12.8,13.6,13.8,25.3,28.0,23.4,,,1.3318,103.7762
West,Clementi,08/09/2020,0,0.0,0.0,0.0,29.8,34.4,27.7,11.0,27.8,1.3318,103.7762
West,Clementi,09/09/2020,1,0.8,0.8,0.8,28.3,33.5,26.3,10.2,54.8,1.3318,103.7762
West,Clementi,10/09/2020,0.2,0.2,0.2,0.2,27.8,29.4,26.6,,,1.3318,103.7762
West,Clementi,11/09/2020,0,0.0,0.0,0.0,27.0,31.0,24.7,,,1.3318,103.7762
West,Clementi,12/09/2020,1,0.8,0.8,0.8,,,,,,1.3318,103.7762
West,Clementi,13/09/2020,35.6,13.6,22.6,26.2,24.3,26.7,22.7,,,1.3318,103.7762
West,Clementi,14/09/2020,18.6,16.4,17.8,18.2,25.2,29.4,23.3,,,1.3318,103.7762
West,Clementi,15/09/2020,0,0.0,0.0,0.0,27.4,31.5,24.4,9.9,40.4,1.3318,103.7762
West,Clementi,16/09/2020,26,10.4,18.4,23.0,26.4,30.2,21.5,,,1.3318,103.7762
West,Clementi,17/09/2020,0,0.0,0.0,0.0,27.9,32.7,25.3,11.8,58.7,1.3318,103.7762
West,Clementi,18/09/2020,0,0.0,0.0,0.0,28.5,31.5,26.0,13.1,48.2,1.3318,103.7762
West,Clementi,19/09/2020,21.2,20.0,20.2,20.2,28.0,33.7,23.3,,,1.3318,103.7762
West,Clementi,20/09/2020,0.2,0.2,0.2,0.2,28.9,32.3,27.2,8.9,48.5,1.3318,103.7762
West,Clementi,21/09/2020,2.8,0.6,0.8,1.4,26.2,29.4,24.6,,,1.3318,103.7762
West,Clementi,22/09/2020,0,0.0,0.0,0.0,27.6,31.8,25.0,10.9,32.4,1.3318,103.7762
West,Clementi,23/09/2020,0,0.0,0.0,0.0,28.9,33.8,25.8,10.9,40.0,1.3318,103.7762
West,Clementi,24/09/2020,1.4,1.0,1.4,1.4,28.4,32.0,24.6,,42.4,1.3318,103.7762
West,Clementi,25/09/2020,50.6,28.4,41.8,50.6,28.7,32.8,23.3,9.7,46.5,1.3318,103.7762
West,Clementi,26/09/2020,66.4,16.8,30.2,68.0,25.4,28.5,22.7,,,1.3318,103.7762
West,Clementi,27/09/2020,7.6,2.8,4.4,6.8,26.3,29.4,22.7,,,1.3318,103.7762
West,Clementi,28/09/2020,0,0.0,0.0,0.0,28.3,32.1,26.2,11.6,46.1,1.3318,103.7762
West,Clementi,29/09/2020,5.2,5.0,5.2,5.2,27.2,30.1,23.6,12.4,37.0,1.3318,103.7762
West,Clementi,30/09/2020,4.2,2.0,3.0,3.0,27.5,32.5,25.4,,42.0,1.3318,103.7762
West,Clementi,01/10/2020,1.8,1.8,1.8,1.8,26.8,31.3,25.2,5.0,29.5,1.3318,103.7762
West,Clementi,02/10/2020,22,10.4,10.6,12.0,26.4,32.6,23.1,4.7,20.2,1.3318,103.7762
West,Clementi,03/10/2020,0,0.0,0.0,0.0,29.1,34.6,26.0,5.0,22.7,1.3318,103.7762
West,Clementi,04/10/2020,0,0.0,0.0,0.0,29.0,35.8,25.5,5.0,19.1,1.3318,103.7762
West,Clementi,05/10/2020,1.2,1.2,1.2,1.2,29.0,32.3,25.7,6.4,24.8,1.3318,103.7762
West,Clementi,06/10/2020,4.6,4.2,4.4,4.6,29.0,32.4,23.7,7.6,27.0,1.3318,103.7762
West,Clementi,07/10/2020,0,0.0,0.0,0.0,27.4,31.3,24.8,8.0,22.4,1.3318,103.7762
West,Clementi,08/10/2020,0,0.0,0.0,0.0,29.6,32.8,27.7,12.5,33.9,1.3318,103.7762
West,Clementi,09/10/2020,28,10.8,15.6,24.4,26.8,30.1,23.2,,,1.3318,103.7762
West,Clementi,10/10/2020,5,3.8,4.4,4.8,27.5,29.6,23.4,,,1.3318,103.7762
West,Clementi,11/10/2020,5.6,5.4,5.4,5.6,27.1,30.4,23.8,,,1.3318,103.7762
West,Clementi,12/10/2020,4.4,3.8,4.2,4.2,,,,,,1.3318,103.7762
West,Clementi,13/10/2020,0,0.0,0.0,0.0,29.2,32.3,27.0,,,1.3318,103.7762
West,Clementi,14/10/2020,4.2,3.8,4.0,4.2,28.5,32.0,23.7,,,1.3318,103.7762
West,Clementi,15/10/2020,4.4,4.2,4.2,4.4,28.4,32.8,25.3,,,1.3318,103.7762
West,Clementi,16/10/2020,0.5,0.5,0.5,0.5,29.0,33.1,25.7,,,1.3318,103.7762
West,Clementi,17/10/2020,0,0.0,0.0,0.0,29.6,33.3,27.5,,,1.3318,103.7762
West,Clementi,18/10/2020,1,1.0,1.0,1.0,28.2,32.1,24.7,,,1.3318,103.7762
West,Clementi,19/10/2020,3.4,3.4,3.4,3.4,28.8,32.6,24.9,,,1.3318,103.7762
West,Clementi,20/10/2020,0.4,0.4,0.4,0.4,27.9,30.9,26.6,,,1.3318,103.7762
West,Clementi,21/10/2020,0.4,0.2,0.4,0.4,29.1,34.3,24.9,,,1.3318,103.7762
West,Clementi,22/10/2020,17.6,9.4,12.0,15.8,27.1,31.4,23.3,,,1.3318,103.7762
West,Clementi,23/10/2020,0,0.0,0.0,0.0,29.0,32.6,27.0,,,1.3318,103.7762
West,Clementi,24/10/2020,0,0.0,0.0,0.0,28.1,31.1,26.0,,,1.3318,103.7762
West,Clementi,25/10/2020,5,3.4,3.6,3.8,28.2,33.0,23.0,,,1.3318,103.7762
West,Clementi,26/10/2020,4.8,2.6,2.8,4.6,27.3,30.0,24.3,,,1.3318,103.7762
West,Clementi,27/10/2020,0,0.0,0.0,0.0,29.7,34.4,26.4,,,1.3318,103.7762
West,Clementi,28/10/2020,47,33.4,36.4,44.4,27.3,29.2,23.4,,,1.3318,103.7762
West,Clementi,29/10/2020,0,0.0,0.0,0.0,28.3,32.1,26.1,,,1.3318,103.7762
West,Clementi,30/10/2020,0,0.0,0.0,0.0,28.8,34.0,25.5,,,1.3318,103.7762
West,Clementi,31/10/2020,44,19.8,29.4,30.2,27.0,33.1,23.5,,,1.3318,103.7762
West,Clementi,01/11/2020,0,0.0,0.0,0.0,27.8,31.7,25.0,4.7,22.0,1.3318,103.7762
West,Clementi,02/11/2020,30.6,14.4,16.8,19.0,26.0,28.9,23.2,5.0,23.0,1.3318,103.7762
West,Clementi,03/11/2020,0,0.0,0.0,0.0,28.9,34.7,26.2,5.8,31.3,1.3318,103.7762
West,Clementi,04/11/2020,0,0.0,0.0,0.0,28.6,33.2,26.5,5.0,19.8,1.3318,103.7762
West,Clementi,05/11/2020,1,0.4,0.6,0.8,28.8,32.7,25.6,5.0,28.2,1.3318,103.7762
West,Clementi,06/11/2020,0,0.0,0.0,0.0,28.8,33.0,25.5,6.0,20.2,1.3318,103.7762
West,Clementi,07/11/2020,0.4,0.2,0.4,0.4,27.5,29.7,25.7,7.9,21.3,1.3318,103.7762
West,Clementi,08/11/2020,0,0.0,0.0,0.0,29.6,33.6,28.0,12.5,35.6,1.3318,103.7762
West,Clementi,09/11/2020,36.8,28.8,34.6,35.0,27.4,32.4,23.6,,,1.3318,103.7762
West,Clementi,10/11/2020,4.8,2.2,3.2,4.0,27.5,31.2,24.0,,,1.3318,103.7762
West,Clementi,11/11/2020,0,0.0,0.0,0.0,28.5,31.9,25.2,,,1.3318,103.7762
West,Clementi,12/11/2020,0,0.0,0.0,0.2,,,,,,1.3318,103.7762
West,Clementi,13/11/2020,0,0.0,0.0,0.0,28.9,33.0,26.2,,,1.3318,103.7762
West,Clementi,14/11/2020,9.6,9.4,9.6,9.6,27.6,32.0,24.5,,,1.3318,103.7762
West,Clementi,15/11/2020,30.6,16.0,19.2,20.0,26.7,31.9,24.1,,,1.3318,103.7762
West,Clementi,16/11/2020,8,2.4,4.4,6.8,27.5,32.2,24.4,,,1.3318,103.7762
West,Clementi,17/11/2020,21.2,20.6,21.2,21.2,,,,,,1.3318,103.7762
West,Clementi,18/11/2020,0,0.0,0.0,0.0,,,,,,1.3318,103.7762
West,Clementi,19/11/2020,8.4,6.0,7.6,8.2,,,,,,1.3318,103.7762
West,Clementi,20/11/2020,9.6,9.6,9.6,9.6,,,,,,1.3318,103.7762
West,Clementi,21/11/2020,8.4,2.2,3.4,5.6,,,,,,1.3318,103.7762
West,Clementi,22/11/2020,41.2,31.2,35.4,37.0,,,,,,1.3318,103.7762
West,Clementi,23/11/2020,40.2,36.0,39.0,40.0,,,,,,1.3318,103.7762
West,Clementi,24/11/2020,0.2,0.2,0.2,0.2,,,,,,1.3318,103.7762
West,Clementi,25/11/2020,2.8,1.8,2.8,2.8,,,,,,1.3318,103.7762
West,Clementi,26/11/2020,2.4,0.8,1.2,1.8,,,,,,1.3318,103.7762
West,Clementi,27/11/2020,0.2,0.2,0.2,0.2,,,,,,1.3318,103.7762
West,Clementi,28/11/2020,1.2,0.8,0.8,1.0,,,,,,1.3318,103.7762
West,Clementi,29/11/2020,0,0.0,0.0,0.0,,,,,,1.3318,103.7762
West,Clementi,30/11/2020,0.4,0.4,0.4,0.4,,,,,,1.3318,103.7762
West,Clementi,01/12/2020,18,10.8,16.2,16.2,27.2,33.1,23.2,4.7,20.5,1.3318,103.7762
West,Clementi,02/12/2020,0,0.0,0.0,0.0,27.4,33.1,24.8,5.8,24.1,1.3318,103.7762
West,Clementi,03/12/2020,0,0.0,0.0,0.0,28.6,33.6,25.7,7.2,29.2,1.3318,103.7762
West,Clementi,04/12/2020,1,1.0,1.0,1.0,28.7,33.9,26.4,5.1,24.1,1.3318,103.7762
West,Clementi,05/12/2020,0,0.0,0.0,0.0,29.8,33.4,27.5,6.0,25.6,1.3318,103.7762
West,Clementi,06/12/2020,20,19.6,20.0,20.0,28.5,31.4,24.6,6.0,38.2,1.3318,103.7762
West,Clementi,07/12/2020,7.6,6.2,7.6,7.6,28.1,30.7,24.7,9.1,25.6,1.3318,103.7762
West,Clementi,08/12/2020,3,1.6,2.2,2.4,27.7,31.6,23.2,8.9,23.3,1.3318,103.7762
West,Clementi,09/12/2020,53.2,28.8,43.4,45.2,25.7,30.0,23.3,,,1.3318,103.7762
West,Clementi,10/12/2020,0,0.0,0.0,0.0,28.0,30.3,26.7,,,1.3318,103.7762
West,Clementi,11/12/2020,0,0.0,0.0,0.0,29.5,33.7,27.0,,,1.3318,103.7762
West,Clementi,12/12/2020,18.6,11.0,11.0,12.0,,,,,,1.3318,103.7762
West,Clementi,13/12/2020,1.2,0.4,0.6,0.6,,,,,,1.3318,103.7762
West,Clementi,14/12/2020,21.8,11.4,15.2,17.0,,,,,,1.3318,103.7762
West,Clementi,15/12/2020,-,,,,,,,,,1.3318,103.7762
West,Clementi,16/12/2020,5.6,3.0,3.0,3.0,25.8,29.7,24.5,,,1.3318,103.7762
West,Clementi,17/12/2020,0,0.0,0.0,0.0,26.4,31.9,24.3,,,1.3318,103.7762
West,Clementi,18/12/2020,3,1.2,1.6,2.2,25.2,26.8,23.0,,,1.3318,103.7762
West,Clementi,19/12/2020,0.2,0.2,0.2,0.2,26.2,30.0,23.7,,,1.3318,103.7762
West,Clementi,20/12/2020,1.2,1.2,1.2,1.2,26.7,31.9,24.2,,,1.3318,103.7762
West,Clementi,21/12/2020,0,0.0,0.0,0.0,27.2,31.4,25.0,,,1.3318,103.7762
West,Clementi,22/12/2020,3.4,2.6,3.2,3.2,27.2,32.3,24.8,,,1.3318,103.7762
West,Clementi,23/12/2020,0,0.0,0.2,0.2,27.8,33.0,24.8,,,1.3318,103.7762
West,Clementi,24/12/2020,18,15.2,16.8,18.0,26.6,29.8,23.6,,,1.3318,103.7762
West,Clementi,25/12/2020,0,0.0,0.0,0.0,28.1,33.4,25.5,,,1.3318,103.7762
West,Clementi,26/12/2020,27.2,11.0,14.8,21.0,26.8,31.6,22.8,,,1.3318,103.7762
West,Clementi,27/12/2020,42.8,17.4,24.0,37.8,26.1,32.7,23.6,,,1.3318,103.7762
West,Clementi,28/12/2020,0.4,0.4,0.4,0.4,27.3,31.6,25.1,,,1.3318,103.7762
West,Clementi,29/12/2020,2.6,2.4,2.6,2.6,26.4,29.9,23.8,,,1.3318,103.7762
West,Clementi,30/12/2020,0,0.0,0.0,0.0,27.2,32.0,24.7,,,1.3318,103.7762
West,Clementi,31/12/2020,13.8,13.4,13.8,13.8,26.4,31.7,23.2,,,1.3318,103.7762
West,Clementi,01/01/2021,58.8,13.4,20.0,25.6,23.9,26.2,21.8,,,1.3318,103.7762
West,Clementi,02/01/2021,0,0.0,0.0,0.0,26.7,30.3,24.6,,,1.3318,103.7762
West,Clementi,03/01/2021,0,0.0,0.0,0.0,27.9,33.6,25.0,,,1.3318,103.7762
West,Clementi,04/01/2021,0,0.0,0.0,0.0,30.1,33.4,27.4,6.8,29.1,1.3318,103.7762
West,Clementi,05/01/2021,12.8,11.6,11.6,12.4,27.6,32.9,25.1,3.3,25.2,1.3318,103.7762
West,Clementi,06/01/2021,0,0.0,0.0,0.0,28.8,31.9,27.0,4.9,28.9,1.3318,103.7762
West,Clementi,07/01/2021,2,2.0,2.0,2.0,28.8,31.8,27.0,8.2,33.5,1.3318,103.7762
West,Clementi,08/01/2021,59.2,31.0,48.8,58.8,27.4,31.2,22.7,4.0,34.6,1.3318,103.7762
West,Clementi,09/01/2021,4.2,4.0,4.2,4.2,27.6,33.0,24.9,7.0,29.1,1.3318,103.7762
West,Clementi,10/01/2021,29.2,11.0,16.2,20.0,26.5,30.2,22.9,7.2,56.1,1.3318,103.7762
West,Clementi,11/01/2021,20.4,17.0,19.6,19.8,26.1,30.9,23.4,3.2,30.6,1.3318,103.7762
West,Clementi,12/01/2021,0,0.0,0.0,0.0,29.6,34.0,26.7,5.6,25.6,1.3318,103.7762
West,Clementi,13/01/2021,2.2,1.4,1.4,1.8,24.9,27.4,23.2,,,1.3318,103.7762
West,Clementi,14/01/2021,0,0.0,0.0,0.0,25.8,28.9,23.5,,,1.3318,103.7762
West,Clementi,15/01/2021,0,0.0,0.0,0.0,26.6,30.9,23.8,,,1.3318,103.7762
West,Clementi,16/01/2021,0,0.0,0.0,0.0,26.7,30.9,24.4,,,1.3318,103.7762
West,Clementi,17/01/2021,0,0.0,0.0,0.0,26.9,30.8,24.6,,,1.3318,103.7762
West,Clementi,18/01/2021,0,0.0,0.0,0.0,26.0,28.8,24.5,,,1.3318,103.7762
West,Clementi,19/01/2021,0,0.0,0.0,0.0,26.1,29.6,23.8,,,1.3318,103.7762
West,Clementi,20/01/2021,0,0.0,0.0,0.0,26.3,30.7,23.7,,,1.3318,103.7762
West,Clementi,21/01/2021,29.4,16.0,25.2,28.8,25.7,30.9,23.9,,,1.3318,103.7762
West,Clementi,22/01/2021,13.2,10.4,13.2,13.2,25.5,31.5,23.7,,,1.3318,103.7762
West,Clementi,23/01/2021,36.6,31.8,35.2,36.4,25.4,31.0,22.6,,,1.3318,103.7762
West,Clementi,24/01/2021,5.2,5.2,5.2,5.2,26.1,32.0,23.0,,,1.3318,103.7762
West,Clementi,25/01/2021,0.8,0.8,0.8,0.8,26.9,32.2,24.3,,,1.3318,103.7762
West,Clementi,26/01/2021,0,0.0,0.0,0.0,26.9,32.8,24.2,,,1.3318,103.7762
West,Clementi,27/01/2021,0.2,0.2,0.2,0.2,26.5,30.7,24.0,,,1.3318,103.7762
West,Clementi,28/01/2021,4.6,3.8,4.2,4.6,25.8,29.0,23.8,,,1.3318,103.7762
West,Clementi,29/01/2021,0,0.0,0.0,0.0,26.7,30.8,24.1,,,1.3318,103.7762
West,Clementi,30/01/2021,0,0.0,0.0,0.0,26.7,31.1,24.1,,,1.3318,103.7762
West,Clementi,31/01/2021,0,0.0,0.0,0.0,26.6,30.2,24.1,,,1.3318,103.7762
West,Clementi,01/02/2021,106.6,11.0,20.0,26.8,22.8,24.4,21.4,,,1.3318,103.7762
West,Clementi,02/02/2021,0,0.0,0.0,0.0,26.9,31.1,25.0,,,1.3318,103.7762
West,Clementi,03/02/2021,0,0.0,0.0,0.0,27.9,34.0,24.9,7.8,36.3,1.3318,103.7762
West,Clementi,04/02/2021,29.4,12.2,14.4,25.8,28.6,35.9,23.7,5.2,38.9,1.3318,103.7762
West,Clementi,05/02/2021,0,0.0,0.0,0.4,29.0,33.5,25.4,4.8,20.6,1.3318,103.7762
West,Clementi,06/02/2021,3.4,2.2,2.2,2.6,28.2,32.2,25.9,4.2,33.5,1.3318,103.7762
West,Clementi,07/02/2021,0,0.0,0.0,0.0,28.6,33.0,26.7,4.6,25.6,1.3318,103.7762
West,Clementi,08/02/2021,0,0.0,0.0,0.0,28.3,32.4,26.1,5.2,27.4,1.3318,103.7762
West,Clementi,09/02/2021,32.2,12.8,17.4,21.2,25.4,27.7,22.9,6.1,32.0,1.3318,103.7762
